"deuteronomy" "exodus" "genesis" "leviticus" "numbers"
"wife" 0.0181950509461426 0.0589275191514437 0.262668271861661 0 0.106213489113117
"if" 0.0181950509461426 0.117855038302887 0.166903797745431 0.781702374059062 0.159320233669676
"offering" 0 0 0.0273612783189231 2.25825130283729 0.159320233669676
"put" 0.0181950509461426 0.383028874484384 0.1422786472584 0.289519397799653 0.371747211895911
"take" 0.200145560407569 0.117855038302887 0.128598008098938 0.492182976259409 0.318640467339352
"hand" 0.236535662299854 0.530347672362994 0.145014775090292 0.231615518239722 0.0708089927420782
"did" 0.181950509461426 0.176782557454331 0.194265076064354 0.0289519397799653 0.123915737298637
"took" 0.236535662299854 0.265173836181497 0.186056692568677 0 0.0531067445565587
"come" 0.0727802037845706 0.383028874484384 0.186056692568677 0.0289519397799653 0.0885112409275978
"day" 0.454876273653566 0.117855038302887 0.155959286417861 0.0289519397799653 0.0708089927420782
"brother" 0.0181950509461426 0.0294637595757219 0.240779249206523 0 0
"because" 0.163755458515284 0.176782557454331 0.199737331728138 0.0289519397799653 0
"give" 0.200145560407569 0.147318797878609 0.188792820400569 0.0289519397799653 0.0531067445565587
"has" 0 0 0.243515377038415 0 0
"isaac" 0.0181950509461426 0.147318797878609 0.224362482215169 0 0
"our" 0.400291120815138 0.147318797878609 0.164167669913538 0 0
"two" 0.0909752547307132 0.0589275191514437 0.158695414249754 0.231615518239722 0.247831474597274
"esau" 0.109170305676856 0 0.218890226551384 0 0
"moses" 0.145560407569141 1.06069534472599 0 0.0868558193398958 0.690387679235263
"people" 0.291120815138282 0.707130229817325 0.1067089854438 0.0579038795599305 0.0354044963710391
"after" 0.127365356622999 0.0294637595757219 0.183320564736785 0.0289519397799653 0.106213489113117
"into" 0.218340611353712 0.32410135533294 0.1422786472584 0.0579038795599305 0.0885112409275978
"no" 0.127365356622999 0.147318797878609 0.164167669913538 0.0868558193398958 0.106213489113117
"an" 0.0727802037845706 0.117855038302887 0.131334135930831 0.521134916039375 0.0885112409275978
"old" 0 0 0.117653496771369 0 0.637280934678704
"saw" 0.0727802037845706 0.206246317030053 0.186056692568677 0 0
"am" 0.0727802037845706 0.265173836181497 0.169639925577323 0 0.0531067445565587
"bring" 0.0545851528384279 0.117855038302887 0.125861880267046 0.579038795599305 0.0885112409275978
"house" 0.0363901018922853 0.0589275191514437 0.188792820400569 0 0.0885112409275978
"make" 0.145560407569141 0.117855038302887 0.134070263762723 0.318471337579618 0.106213489113117
"saying" 0.27292576419214 0.206246317030053 0.101236729780015 0.115807759119861 0.230129226411754
"days" 0.254730713245997 0.117855038302887 0.150487030754077 0 0
"over" 0.400291120815138 0.117855038302887 0.109445113275692 0 0.123915737298637
"what" 0.0909752547307132 0.176782557454331 0.166903797745431 0.0289519397799653 0
"according" 0.163755458515284 0 0.0492503009740615 0.0868558193398958 0.725792175606302
"down" 0.0545851528384279 0.0883912787271656 0.172376053409215 0 0.0354044963710391
"men" 0.181950509461426 0.147318797878609 0.1422786472584 0 0.0708089927420782
"thee" 0.855167394468704 0.589275191514437 0 0 0.0531067445565587
"brothers" 0 0 0.188792820400569 0 0
"or" 0.218340611353712 0.147318797878609 0.0930283462843384 0.434279096699479 0.0531067445565587
"priest" 0 0.0589275191514437 0.0109445113275692 1.12912565141864 0.40715170826695
"place" 0.0363901018922853 0.0883912787271656 0.150487030754077 0.173711638679792 0.0177022481855196
"also" 0.163755458515284 0.0589275191514437 0.1422786472584 0 0.0177022481855196
"called" 0.0545851528384279 0.147318797878609 0.147750902922185 0.0289519397799653 0.0177022481855196
"numbered" 0 0 0.00273612783189231 0 1.11524163568773
"seven" 0 0.0294637595757219 0.147750902922185 0.0579038795599305 0.123915737298637
"brought" 0.127365356622999 0.0589275191514437 0.147750902922185 0 0
"altar" 0 0 0.0355696618146 1.18702953097858 0.123915737298637
"name" 0.0545851528384279 0.206246317030053 0.131334135930831 0 0.0354044963710391
"abram" 0 0 0.161431542081646 0 0
"away" 0.0363901018922853 0.0589275191514437 0.112181241107585 0.289519397799653 0.0708089927420782
"king" 0.218340611353712 0.235710076605775 0.1067089854438 0 0
"set" 0.0909752547307132 0.0883912787271656 0.103972857611908 0 0.230129226411754
"tent" 0 0 0.0547225566378461 0.405327156919514 0.442556204637989
"laban" 0.0181950509461426 0 0.155959286417861 0 0
"daughter" 0.0181950509461426 0.265173836181497 0.128598008098938 0 0
"hath" 0.454876273653566 0.294637595757219 0 0.521134916039375 0.0708089927420782
"thereof" 0.0727802037845706 0.0589275191514437 0 0.694846554719166 0.477960701009028
"bore" 0 0 0.153223158585969 0 0
"daughters" 0 0.0883912787271656 0.145014775090292 0 0
"families" 0 0 0.0246251504870308 0 0.8143034165339
"gave" 0.127365356622999 0.0294637595757219 0.125861880267046 0 0.0177022481855196
"say" 0.0727802037845706 0.32410135533294 0.0957644741162307 0.0289519397799653 0.0708089927420782
"see" 0.109170305676856 0.176782557454331 0.112181241107585 0 0.0177022481855196
"water" 0.0727802037845706 0.176782557454331 0.0848199627886615 0.0579038795599305 0.194724730040715
"way" 0.218340611353712 0.117855038302887 0.101236729780015 0 0
"good" 0.163755458515284 0.0294637595757219 0.112181241107585 0.0289519397799653 0
"shalt" 0.418486171761281 0.294637595757219 0 0.202663578459757 0.212426978226235
"those" 0 0.0589275191514437 0.0246251504870308 0 0.725792175606302
"whom" 0.0181950509461426 0.0883912787271656 0.1067089854438 0 0.159320233669676
"lived" 0.0181950509461426 0 0.136806391594615 0 0
"chapter" 0 0 0.136806391594615 0 0
"its" 0 0 0.0820838349567692 0.463231036479444 0.0708089927420782
"aaron" 0 0.235710076605775 0 0.318471337579618 0.531067445565587
"great" 0.309315866084425 0.0294637595757219 0.0848199627886615 0 0
"thousand" 0.0181950509461426 0 0.00273612783189231 0 0.832005664719419
"among" 0.0727802037845706 0.0294637595757219 0.0820838349567692 0 0.230129226411754
"fathers" 0.163755458515284 0.117855038302887 0 0 0.619578686493185
"about" 0 0 0.0902922184524461 0.144759698899826 0.159320233669676
"became" 0 0.0883912787271656 0.120389624603261 0 0
"done" 0.0181950509461426 0.0883912787271656 0.0930283462843384 0.202663578459757 0.0354044963710391
"fire" 0.27292576419214 0.0589275191514437 0.0109445113275692 0.723798494499131 0.0177022481855196
"servant" 0.145560407569141 0.0294637595757219 0.103972857611908 0 0
"well" 0.127365356622999 0.0883912787271656 0.101236729780015 0 0
"any" 0.163755458515284 0.0294637595757219 0.0355696618146 0.579038795599305 0.0531067445565587
"sent" 0.0181950509461426 0.206246317030053 0.103972857611908 0 0
"sin" 0 0 0.0109445113275692 1.15807759119861 0.0354044963710391
"offspring" 0 0 0.123125752435154 0 0
"time" 0.236535662299854 0 0.0848199627886615 0.0289519397799653 0
"blessed" 0.0181950509461426 0 0.117653496771369 0 0
"food" 0.0363901018922853 0 0.109445113275692 0.0579038795599305 0
"woman" 0 0.0883912787271656 0.0738754514610923 0 0.247831474597274
"first" 0.0181950509461426 0.0883912787271656 0.0492503009740615 0.144759698899826 0.283235970968313
"forth" 0.0909752547307132 0.235710076605775 0.0273612783189231 0.0579038795599305 0.318640467339352
"here" 0.0363901018922853 0.0294637595757219 0.109445113275692 0 0
"rachel" 0 0 0.117653496771369 0 0
"therefore" 0.145560407569141 0.176782557454331 0.0793477071248769 0 0
"where" 0.0181950509461426 0.0589275191514437 0.0957644741162307 0.144759698899826 0
"canaan" 0 0 0.114917368939477 0 0
"city" 0.0909752547307132 0 0.101236729780015 0 0
"field" 0.0181950509461426 0.0294637595757219 0.109445113275692 0 0
"heard" 0.181950509461426 0.117855038302887 0.0766115792929846 0 0
"three" 0.0181950509461426 0.0883912787271656 0.0820838349567692 0 0.141617985484156
"born" 0 0.0883912787271656 0.0684031957973077 0 0.230129226411754
"know" 0.0545851528384279 0.147318797878609 0.0902922184524461 0 0
"face" 0.0545851528384279 0.0589275191514437 0.0957644741162307 0 0
"ground" 0.0181950509461426 0.0883912787271656 0.098500601948123 0 0
"noah" 0 0 0.109445113275692 0 0
"against" 0.236535662299854 0.0589275191514437 0.0519864288059538 0 0.0885112409275978
"blood" 0 0.0883912787271656 0.0300974061508154 0.723798494499131 0
"even" 0.27292576419214 0.0294637595757219 0.0218890226551384 0.0868558193398958 0.212426978226235
"five" 0 0 0.062930940133523 0 0.283235970968313
"other" 0.0363901018922853 0.0589275191514437 0.0930283462843384 0.0289519397799653 0
"thus" 0 0.176782557454331 0.0766115792929846 0.0289519397799653 0.0708089927420782
"commanded" 0.236535662299854 0.0589275191514437 0.0273612783189231 0.144759698899826 0.141617985484156
"meeting" 0 0 0 0.405327156919514 0.424853956452469
"named" 0 0 0.103972857611908 0 0
"sarah" 0 0 0.103972857611908 0 0
"between" 0.0727802037845706 0 0.0902922184524461 0 0
"money" 0.0727802037845706 0 0.0793477071248769 0 0.0708089927420782
"told" 0 0.0294637595757219 0.098500601948123 0 0
"voice" 0.254730713245997 0.176782557454331 0.0437780453102769 0.0289519397799653 0
"flock" 0 0.147318797878609 0.0684031957973077 0.173711638679792 0
"life" 0.0181950509461426 0.0294637595757219 0.0930283462843384 0 0
"male" 0.0181950509461426 0 0.0684031957973077 0.144759698899826 0.0885112409275978
"servants" 0 0.117855038302887 0.0875560906205538 0 0
"back" 0 0.0589275191514437 0.0902922184524461 0 0
"died" 0 0.0589275191514437 0.0875560906205538 0 0.0177022481855196
"eat" 0.0545851528384279 0.0294637595757219 0.0820838349567692 0.0289519397799653 0
"head" 0 0 0.0519864288059538 0.405327156919514 0.0354044963710391
"judah" 0 0.0294637595757219 0.0766115792929846 0 0.106213489113117
"spake" 0.254730713245997 0.0883912787271656 0 0.0868558193398958 0.265533722782793
"die" 0.0545851528384279 0 0.0766115792929846 0 0.0531067445565587
"live" 0.0909752547307132 0.0294637595757219 0.0738754514610923 0 0.0177022481855196
"number" 0.0181950509461426 0.0589275191514437 0.00547225566378461 0 0.513365197380067
"thing" 0.0909752547307132 0.0883912787271656 0.0547225566378461 0.173711638679792 0
"covenant" 0.0909752547307132 0.0294637595757219 0.0711393236292 0.0289519397799653 0
"leah" 0 0 0.0902922184524461 0 0
"lot" 0.0363901018922853 0 0.0848199627886615 0 0
"master" 0 0 0.0902922184524461 0 0
"things" 0.0545851528384279 0 0.0383057896464923 0.318471337579618 0.0885112409275978
"would" 0.0545851528384279 0.0294637595757219 0.0793477071248769 0 0
"answered" 0.0363901018922853 0.0294637595757219 0.0793477071248769 0 0
"country" 0.200145560407569 0 0.0574586844697384 0 0
"fat" 0 0 0.0164167669913538 0.752750434279097 0
"fifty" 0 0 0.0246251504870308 0 0.40715170826695
"flesh" 0.0181950509461426 0.0294637595757219 0.0766115792929846 0.0289519397799653 0.0177022481855196
"left" 0.0909752547307132 0.0294637595757219 0.0656670679654153 0.0579038795599305 0
"only" 0.109170305676856 0 0.0684031957973077 0 0.0177022481855196
"until" 0.127365356622999 0 0.062930940133523 0 0.0354044963710391
"waters" 0 0 0.0875560906205538 0 0
"again" 0.0363901018922853 0.0883912787271656 0.0711393236292 0 0
"been" 0.0727802037845706 0.0294637595757219 0.0684031957973077 0 0.0177022481855196
"eyes" 0.145560407569141 0.0589275191514437 0.0519864288059538 0.0289519397799653 0.0177022481855196
"found" 0 0 0.0848199627886615 0 0
"given" 0.145560407569141 0.0589275191514437 0.0547225566378461 0 0.0177022481855196
"heaven" 0.236535662299854 0 0.0492503009740615 0 0
"lay" 0.0181950509461426 0.0294637595757219 0.0437780453102769 0.376375217139548 0
"names" 0 0.0294637595757219 0.0246251504870308 0 0.371747211895911
"night" 0.0181950509461426 0 0.0820838349567692 0 0
"thirty" 0.0181950509461426 0 0.0492503009740615 0 0.212426978226235
"ark" 0 0.0589275191514437 0.0711393236292 0 0.0354044963710391
"burnt" 0 0.0294637595757219 0.0191528948232461 0.636942675159236 0
"rebekah" 0 0 0.0820838349567692 0 0
"service" 0 0.0883912787271656 0.00820838349567692 0 0.424853956452469
"twenty" 0 0 0.0328335339827077 0 0.318640467339352
"why" 0.0181950509461426 0.117855038302887 0.0684031957973077 0 0
"houses" 0 0 0.00273612783189231 0 0.495662949194548
"more" 0.0545851528384279 0.147318797878609 0.0574586844697384 0 0
"top" 0.0909752547307132 0.117855038302887 0.0300974061508154 0.144759698899826 0.0708089927420782
"under" 0.127365356622999 0 0.0465141731421692 0 0.0885112409275978
"upward" 0 0 0 0 0.513365197380067
"keep" 0.145560407569141 0 0.0410419174783846 0 0.0885112409275978
"kill" 0.0181950509461426 0.0883912787271656 0.0355696618146 0.318471337579618 0
"like" 0.0181950509461426 0 0.0711393236292 0.0289519397799653 0
"near" 0.0909752547307132 0 0.0574586844697384 0 0.0354044963710391
"nor" 0.309315866084425 0.0589275191514437 0.0164167669913538 0.0579038795599305 0.0177022481855196
"pass" 0.200145560407569 0.265173836181497 0.0191528948232461 0 0.0177022481855196
"words" 0.163755458515284 0.117855038302887 0.0410419174783846 0 0
"can" 0.0363901018922853 0.0589275191514437 0.0601948123016307 0.0289519397799653 0
"flocks" 0 0 0.0738754514610923 0 0
"mother" 0.0181950509461426 0.0294637595757219 0.0684031957973077 0 0
"speak" 0.109170305676856 0.117855038302887 0.0355696618146 0.0579038795599305 0.0354044963710391
"tribe" 0.0363901018922853 0 0 0 0.442556204637989
"charge" 0.0181950509461426 0 0.0218890226551384 0 0.300938219153833
"famine" 0 0 0.0711393236292 0 0
"female" 0.0181950509461426 0 0.0519864288059538 0.144759698899826 0.0177022481855196
"himself" 0 0 0.0656670679654153 0.0579038795599305 0
"meal" 0 0 0.00273612783189231 0.463231036479444 0.159320233669676
"offer" 0 0 0.00547225566378461 0.694846554719166 0
"sister" 0 0.0589275191514437 0.0656670679654153 0 0
"become" 0 0.0294637595757219 0.0601948123016307 0 0.0354044963710391
"descendants" 0 0 0.0684031957973077 0 0
"four" 0.0181950509461426 0 0.0328335339827077 0 0.212426978226235
"oblation" 0 0 0 0.694846554719166 0.0177022481855196
"please" 0 0 0.0684031957973077 0 0
"should" 0.127365356622999 0.0883912787271656 0.0410419174783846 0 0
"taken" 0.0363901018922853 0 0.0492503009740615 0.0868558193398958 0.0354044963710391
"very" 0 0.0294637595757219 0.0656670679654153 0 0
"wilderness" 0.163755458515284 0.147318797878609 0.0191528948232461 0 0.0708089927420782
"abimelech" 0 0 0.0656670679654153 0 0
"cities" 0.27292576419214 0.0294637595757219 0.0218890226551384 0 0
"forty" 0.0181950509461426 0 0.0410419174783846 0 0.141617985484156
"household" 0 0.0294637595757219 0.062930940133523 0 0
"animals" 0 0 0.0601948123016307 0.0289519397799653 0
"another" 0.0181950509461426 0 0.0601948123016307 0 0
"behold" 0.163755458515284 0.383028874484384 0 0 0.0177022481855196
"benjamin" 0 0.0294637595757219 0.0465141731421692 0 0.0885112409275978
"bless" 0.0181950509461426 0 0.0601948123016307 0 0
"dream" 0 0 0.062930940133523 0 0
"grain" 0 0 0.0547225566378461 0.0868558193398958 0
"levites" 0 0 0 0 0.40715170826695
"month" 0.0363901018922853 0 0.0328335339827077 0 0.159320233669676
"neither" 0.236535662299854 0.117855038302887 0.00547225566378461 0.0868558193398958 0.0177022481855196
"wives" 0.0181950509461426 0 0.0601948123016307 0 0
"afraid" 0.0727802037845706 0.0294637595757219 0.0465141731421692 0 0
"birth" 0 0.0294637595757219 0.0574586844697384 0 0
"camels" 0 0 0.0601948123016307 0 0
"camp" 0.0363901018922853 0 0.00547225566378461 0.0579038795599305 0.283235970968313
"drink" 0.0363901018922853 0 0.0465141731421692 0 0.0531067445565587
"looked" 0 0.0883912787271656 0.0519864288059538 0 0
"midst" 0.254730713245997 0.0883912787271656 0.00820838349567692 0 0.0354044963710391
"burn" 0 0 0.00273612783189231 0.55008685581934 0.0177022481855196
"cattle" 0.0909752547307132 0 0.0273612783189231 0.0579038795599305 0.0708089927420782
"conceived" 0 0.0294637595757219 0.0547225566378461 0 0
"hill" 0.181950509461426 0 0.0300974061508154 0 0
"little" 0.0727802037845706 0 0.0465141731421692 0 0
"living" 0.0181950509461426 0 0.0547225566378461 0 0
"look" 0 0.0589275191514437 0.0519864288059538 0 0
"own" 0.0181950509461426 0.0294637595757219 0.0437780453102769 0 0.0531067445565587
"six" 0.0181950509461426 0 0.0191528948232461 0 0.230129226411754
"sodom" 0 0 0.0574586844697384 0 0
"spoke" 0 0 0.0574586844697384 0 0
"tabernacle" 0 0 0 0 0.371747211895911
"together" 0 0.0883912787271656 0.0465141731421692 0 0.0177022481855196
"bear" 0.0727802037845706 0 0.0273612783189231 0.0579038795599305 0.0708089927420782
"both" 0 0.0294637595757219 0.0465141731421692 0 0.0354044963710391
"firstborn" 0 0 0.0547225566378461 0 0
"generations" 0 0.0294637595757219 0.0136806391594615 0.0289519397799653 0.230129226411754
"jordan" 0.27292576419214 0 0.0136806391594615 0 0
"kind" 0 0 0.0547225566378461 0 0
"morning" 0 0 0.0547225566378461 0 0
"returned" 0.0181950509461426 0.0883912787271656 0.0437780453102769 0 0
"reuben" 0 0.0294637595757219 0.0355696618146 0 0.106213489113117
"seen" 0.0909752547307132 0.117855038302887 0.0273612783189231 0.0289519397799653 0
"settled" 0 0 0.0547225566378461 0 0
"slave" 0 0 0.0547225566378461 0 0
"than" 0.0363901018922853 0.0294637595757219 0.0465141731421692 0 0
"war" 0.0727802037845706 0.0294637595757219 0.00273612783189231 0 0.247831474597274
"while" 0.0181950509461426 0 0.0519864288059538 0 0
"whole" 0.0363901018922853 0 0.0355696618146 0.115807759119861 0.0177022481855196
"work" 0.0727802037845706 0.0883912787271656 0.0136806391594615 0 0.141617985484156
"boy" 0 0 0.0519864288059538 0 0
"hands" 0.0363901018922853 0 0.0410419174783846 0.0289519397799653 0.0177022481855196
"hear" 0.236535662299854 0 0.0164167669913538 0 0
"how" 0.0363901018922853 0.0294637595757219 0.0410419174783846 0.0289519397799653 0
"prince" 0 0.0294637595757219 0.00547225566378461 0 0.283235970968313
"return" 0.0545851528384279 0.0589275191514437 0.0383057896464923 0 0
"rose" 0 0 0.0519864288059538 0 0
"second" 0 0.0294637595757219 0.0355696618146 0.0289519397799653 0.0708089927420782
"send" 0.0181950509461426 0.0883912787271656 0.0410419174783846 0 0
"serve" 0.0545851528384279 0.117855038302887 0.0246251504870308 0 0.0531067445565587
"shechem" 0 0 0.0519864288059538 0 0
"valley" 0.200145560407569 0 0.0218890226551384 0 0
"women" 0.0363901018922853 0.117855038302887 0.0355696618146 0 0
"alive" 0.0363901018922853 0.117855038302887 0.0328335339827077 0 0
"birds" 0 0 0.0465141731421692 0.0289519397799653 0
"bowed" 0 0.0294637595757219 0.0465141731421692 0 0
"bullock" 0 0 0 0.521134916039375 0
"cain" 0 0 0.0492503009740615 0 0
"child" 0 0.235710076605775 0.0273612783189231 0 0
"door" 0 0 0.0218890226551384 0.173711638679792 0.0708089927420782
"east" 0 0 0.0437780453102769 0.0289519397799653 0.0177022481855196
"egyptians" 0 0.147318797878609 0.0355696618146 0 0
"find" 0.0181950509461426 0.0294637595757219 0.0437780453102769 0 0
"livestock" 0 0 0.0492503009740615 0 0
"manasseh" 0.0363901018922853 0 0.0300974061508154 0 0.0885112409275978
"moreover" 0.0545851528384279 0.147318797878609 0.0273612783189231 0 0
"nations" 0.0363901018922853 0 0.0437780453102769 0 0
"off" 0.0181950509461426 0.117855038302887 0.0164167669913538 0.173711638679792 0.0177022481855196
"possession" 0.181950509461426 0 0.0218890226551384 0 0
"seir" 0.163755458515284 0 0.0246251504870308 0 0
"sight" 0.0363901018922853 0.0883912787271656 0.0355696618146 0 0
"surely" 0.0363901018922853 0.117855038302887 0.0328335339827077 0 0
"toward" 0.0363901018922853 0 0.0383057896464923 0 0.0354044963710391
"tree" 0 0 0.0492503009740615 0 0
"ate" 0 0 0.0465141731421692 0 0
"could" 0 0.0294637595757219 0.0437780453102769 0 0
"ephraim" 0 0 0.0300974061508154 0 0.106213489113117
"gone" 0 0 0.0410419174783846 0 0.0354044963710391
"heart" 0.127365356622999 0.0589275191514437 0.0218890226551384 0 0
"ishmael" 0 0 0.0465141731421692 0 0
"journey" 0.0909752547307132 0.0589275191514437 0.0273612783189231 0 0
"law" 0.0545851528384279 0.0589275191514437 0.0273612783189231 0 0.0354044963710391
"page" 0.0727802037845706 0.117855038302887 0 0.144759698899826 0.0708089927420782
"possess" 0.236535662299854 0 0.0109445113275692 0 0
"river" 0.0727802037845706 0.176782557454331 0.0191528948232461 0 0
"slaves" 0 0 0.0465141731421692 0 0
